id,paragraphs
694,laenor fate
695,fire blood laenor velaryon death faked major departure source material book framed universe history book definition character successfully faked death history book would record george r r martin also fond plot twist character fake death reported dead reappear alive later instance aegon targaryen son elia martell davos seaworth mance rayder seems unlikely however specific case book laenor stabbed death middle market mention made corpse burned beyond recognition
696,qarl correy motivation fate unknown book another unreliable narrator moment three main historical source munkun merely say laenor died fight household knight eustace give knight name say lover quarrel ribald court jester mushroom alleges daemon bribed qarl kill laenor could marry rhaenyra mushroom also claim daemon ship waiting qarl shore soon sea daemon killed dumped body overboard destroy evidence crime main historian writing fire blood gyldayn note one rare point mushroom typically preposterous version event actually seems quite plausible
697,laenor departure raise issue happen dragon seasmoke dragon powerful homing instinct find bonded rider even hundred mile away moreover dragon bond single rider time apparently psychic bond broken current rider dy another character coming succession crisis eventually bond seasmoke raise three possibility
698,1 laenor simply died screen six year time skip next episode warrior death battle always wanted much like laena
699,2 tv series simply ignore rule
700,3 mention made laenor actually dying sort explanation introduced least address e laenor gone long bond weakened dragon rarely bond second rider
701,rhaenyra daemon wedding
702,rhaenyra daemon marry traditional valyrian rite wedding ceremony old valyrian religion presumably wedding ceremony mentioned book said maegor cruel wed second wife valyrian rite polygamous marriage polygamy uncommon permitted valyrian religion septon could found would marry rite faith seven maegor mother visenya officiated valyrian wedding ceremony even exact detail ceremony described detail
703,recognizing detail valyrian wedding ceremony like given book ryan condal said
704,writer took material knowing know old valyria knowing kind marriage ceremony would probably quite primal one writer wrote vow gave david j peterson valyrian translator translate high valyrian turned ceremonial valyrian wedding 3
705,costume designer jany temime put great deal thought design rhaenyra daemon scene wedding clothes ceremonial mean usually glimpse archaic fashion echo ancient valyrian design looked like thousand year ago decided base ceremonial robe dragonkeepers wear much ornate
706,actually one difficult costume done different wedding episode 5 thought would good approach something completely different thought going direction dragonkeeper something simple kimono like seemed created targaryens wanted red blood element create tie dye going red purity white lot work 4
707,rhaenyra tell daemon let u bind blood aegon conqueror sister referring targaryen custom marrying family relative aspect polygamy since currently unmarried
708,daemon asked viserys wed rhaenyra king narrow sea also mentioned aegon conqueror reference polygamy aspect aegon marriage daemon still married
709,book make mention rhaenyra sex daemon married though several accuse tv version sex laena funeral rhaenyra marriage laenor always open one also fan theory may implied rhaenyra attracted laena septon eustace source biased rhaenyra said daemon married quickly laenor death six month later mushroom ribald account claim married rhaenyra discovered pregnant wish give birth another bastard one way another rhaenyra become pregnant around time married end calendar year laena laenor died rhaenya daemon first son born
710,altered deleted scene
711,scene green dragon fly back king landing storyboarded include dreamfyre sunfyre foreground taking cliff like vhagar final version vhagar foreground dreamfyre sunfyre already flying distance 5
712,book
713,episode adapted chapter heir dragon — question succession fire blood also influenced following chapter game throne
714,chapter 14 catelyn iii mother protects son someone armed valyrian steel dagger get injured
715,gallery
716,video
717,image
718,promotional still
719,screenshots
720,concept art
721,reference
722,↑ http open spotify com episode 1dfwp1ue7itrwaayyixwux si oiibvav qxwnz5kcazc2aw 1179
723,↑ house dragon built
724,↑ house dragon built
725,↑ house dragon built
726,↑ http preview redd 9n0lfgybjcfa1 jpg width 1439 format pjpg auto webp v enabled f93a23e03c8cb04749a248a27f432e0db4cd43f9
727,external link
728,driftmark tv wiki ice fire
729,driftmark hbo
730,driftmark imdb
731,driftmark episode wikipedia second name third episode first season house dragon third episode series overall premiered september 4 2022 hbo hbo max written gabe fonseca ryan condal directed greg yaitanes
732,premise
733,daemon sea snake battle crabfeeder realm celebrates aegon second nameday rhaenyra face prospect marriage
734,synopsis
735,crownlands
736,three year passed since king viserys marriage alicent hightower time queen alicent given birth son prince aegon royal court preparing depart grand hunt kingswood viserys excited leave politics court behind even new master ship ser tyland lannister badger prospect prince daemon lord corlys defeated stepstones ser otto hightower dismisses tyland concern insisting daemon corlys military campaign commenced without king blessing send aid would make crown look weak viserys concerned notable absence daughter alicent find princess rhaenyra brooding red keep godswood alicent try make friendly overture old friend turned stepdaughter rhaenyra disinclined listen storm private otto elder brother lord hobert hightower urge brother encourage viserys aegon infancy name boy heir apparent iron throne keeping westerosi tradition
737,royal family travel kingswood closed wheelhouse rhaenyra express surprise heavily pregnant alicent accompanying though reply maester assured fresh air good rhaenyra left discomforted viserys express hope soon marry make grandfather mood grows tense viserys insists accompany hunt capacity heir claim shirking duty princess rhaenyra scoff idea insisting none noble present hunt conclusion strengthened upon arrival royal hunting encampment lord hobert lead cheering infant aegon hailing boy second name making clear rhaenyra least realm nobility consider aegon viserys heir
738,within royal pavilion enduring conversation noble lady present growing angry denigration daemon campaign stepstones rhaenyra exit pavilion approached lord jason lannister ply honeyed wine made lannisport wax lyrical privilege offered casterly rock rhaenyra confused lord jason admits posse dragonpit mean build one rhaenyra question would need thing jason reply would build one satisfy queen lady wife realizing lord jason trying make marriage proposal rhaenyra take leave storm back royal pavilion remonstrate viserys
739,confronts father viserys insists lord jason proposal merely latest long list offer hand receiving since came age rhaenyra snubbed every effort viserys made engage discussion rhaenyra protest interest marriage viserys angrily rage expected marry tradition duty different argument get vicious otto interrupt report white hart sighted royal huntsman insisting catching killing creature hailed local lore king kingswood would surely auspicious portent prince aegon nameday departing otto viserys insists rhaenyra marry
740,furious hurt rhaenyra storm pavilion mount horse flees encampment ser criston cole see mount follow rhaenyra capacity sworn shield rhaenyra race kingswood criston close pursuit begging stop finally catching shore small lake rhaenyra bitterly lament father trying marry jason lannister though briefly cheered criston jokingly offer kill criston urge return camp rhaenyra suggests explore kingswood desire return yet walk forest rhaenyra asks criston betrothed reply status son lord dondarrion steward would allowed wed common girl never eye rhaenyra confesses envious freedom lamenting despite named father heir wields real power authority little figurehead criston counsel otherwise reminding rhaenyra one raised kingsguard highest honor anyone house cole ever received
741,back royal pavilion viserys get drunk wait report royal huntsman white hart tracked lord jason lannister approach king try press suit rhaenyra hand unfortunately comment lady casterly rock rhaenyra well compensated loss station viserys heir anger king assumption intends replace rhaenyra heir lord jason admits idle talk amongst lord regarding suggestion viserys angrily accuses jason allowing treasonous talk foment amongst bannermen dismisses viserys exasperated otto approach suggesting alternative betrothal rhaenyra prince aegon transparent attempt move grandson closer iron throne viserys laugh incredulously notion insisting boy two year old otto suggests would put end suit nobility rhaenyra hand bother caused viserys viserys dismisses matter hand along otto sink deeper cup
742,later evening engages master law lord lyonel strong conversation lamenting despite lord seven kingdom unable control seventeen year old daughter lord lyonel jokingly suggests might targaryen family tradition given viserys grandfather king jaehaerys targaryen ruled half century peace driven near madness antic child particularly daughter eliciting amusement viserys lyonel asks king wish advice matter viserys irritably assumes lyonel mean put forward son ser harwin strong candidate rhaenyra hand lyonel instead advocate best choice rhaenyra might marriage ser laenor velaryon sea snake son heir wealthiest house westeros pure valyrian descent targaryen blood mother princess rhaenys targaryen marriage would help heal rift house targaryen velaryon made worse viserys spurning laenor sister laena velaryon favor alicent though lyonel note proposal depends laenor surviving father campaign stepstones viserys clearly give matter considered thought
743,kingswood rhaenyra criston make camp night rhaenyra asks criston belief realm accept queen criston demur insists choice rustling foliage nearby disturbs criston draw sword go investigate wild boar charge bush trampling criston attacking rhaenyra criston rhaenyra overpower kill animal rhaenyra delivering killing blow wrathful frenzy back royal encampment heavily drunk viserys lament alicent fear made mistake naming rhaenyra heir obsessive pursuit prophetic vision son born wearing aegon conqueror crown resulted viserys losing queen aemma becoming estranged rhaenyra hoped naming rhaenyra heir might begin repair damage obsession caused family realm despite alicent reassurance tearful viserys wonder son born wrong put rhaenyra first
744,next morning viserys courtier accompany royal huntsman clearing godswood unable track white hart caught large stag viserys kill instead using spear borrowed lord jason take conflicted viserys two strike slay animal elsewhere kingswood dishevelled bloodstained rhaenyra criston encounter white hart rhaenyra merely admires animal letting go unharmed returning royal encampment boar carcass
745,back red keep otto alicent share private conversation otto insists alicent urge viserys name aegon heir claiming letting rhaenyra pas ascend iron throne would incite chaos alicent reminds father nobility realm including house hightower swore obeisance rhaenyra viserys heir raise son steal sister birthright otto retort aegon one robbed tradition precedent viserys son father rightful heir next king westeros later evening alicent go speak viserys reveals received petition ser vaemond velaryon requesting reinforcement stepstones well frustratedly insisting rhaenyra need husband suitable rank support rule side king consort regardless personal feeling matter alicent urge viserys give rhaenyra least belief choose husband well sending reinforcement stepstones since better westeros velaryons daemon rather crabfeeder victorious
746,next morning viserys summons rhaenyra small council chamber reveals intention send reinforcement daemon viserys refuse let younger brother die pride asks rhaenyra thought matter retort small council made frequently clear thought matter governance immaterial prompting viserys exasperatedly ask daughter intends become much thorn side brother apologizes trying foist jason lannister insisting wanted help rhaenyra providing house lannister wealth power marriage rhaenyra scoff mind father making pretty transparent effort get way could replace viserys insists trying replace rhaenyra reminds even though marriage mother became happy one originally arranged political gain royal marriage westerosi history viserys urge rhaenyra pick husband happiness starting family build support claim iron throne husband family insists allow choose consort
747,stepstones
748,three year since lord corlys velaryon prince daemon targaryen led invasion fleet stepstones put end depredation craghas drahar beach bloodstone drahar amuses executing prisoner men loot wreckage velaryon ship daemon descends atop caraxes dragon fire incinerating many triarchy soldier beach rest retreat drahar island cavern caraxes pursue volley arrow triarchy archer cliff overlooking beach force daemon caraxes retreat
749,several week later velaryon camp dwarfstone corlys along son laenor brother vaemond discus situation daemon return another dragonborne sortie drahar stronghold corlys list supply run men demoralized ship bound resupply driftmark still week away laenor proposes desperate gambit using daemon bait lure crabfeeder force open eliminate despite uncle misgiving war council interrupted arrival ser addam messenger king landing sent viserys promising brother reinforcement furious notion bailed older brother daemon furiously attack messenger beating helmet velaryons intervene daemon later departs bloodstone alone rowing boat
750,fashioning white flag wreckage previous battle bloodstone daemon go one knee holding dark sister gesture surrender one drahar soldier move take sword daemon stab dagger recovers dark sister cut man standing drahar triarchy archer bring daemon short goal triarchy soldier move finish set ablaze laenor velaryon astride dragon seasmoke wipe triarchy archer overlooking battlefield triarchy force reel corlys vaemond lead brutal counterattack enemy daemon pursues drahar cave velaryon force claim victory blood stained daemon emerges dragging upper half drahar bisected corpse behind
751,appearance
752,main article second name appearance
753,cast
754,note
755,10 14 starring cast member appear episode
756,starring cast member emma arcy rhaenyra targaryen olivia cooke alicent hightower eve best rhaenys targaryen sonoya mizuno mysaria credited appear episode
757,matthew needham larys strong jefferson hall tyland jason lannister make first appearance added opening credit absent previous two episode
758,eddy beckett marco bertagna tola bishi robert bowen phil campbell liam carey yusuf chaudhri joel conlan alexander corne david cronnelly tom crowley elli dent adrian derrick palmer levan doran sam durrani josh dyer ben essex doren farmer isky fay jonathan fee eduardo gago luke gomes ryan green dan griffith richard hall richard hansen lyndon hellewell matt hermiston robert hladik james horan paul howell rowley irlam erin jameson paul joseph jamie karitzis mathew kaye robbie keane conor kenny kenny knight andre layne richard leggett lukaz leong saul lockwood leigh maddern leona mccarron kye mckee stefan mihalache christian mill nikita mitchell theo morton elliot murray pete olivant kat pickering oleg podobin dominic preece josh ravenscroft daniel rawlins andrej riabokon hasit savani fenix searle paul shapcott john sharpe sam stefan james stewart harvey taylor arran topham anthony traher vincent wang josh wheeldon richard wheeldon reoben williams william willoughby eledro wolf leo woodruff ramón jiménez anthony knight stunt performer episode
759,behind scene
760,general
761,title episode refers prince aegon targaryen specifically hobert hightower proclaiming aegon conqueror babe second name may also nod similarly titled game throne season 4 episode first name
762,three year time skip rogue prince episode stated dialogue three year passed rhaenyra 17 year old give take month nameday 15 rogue prince ryan condal point inside episode first significant time skip season 1 albeit somewhat small compared others come six month time skip episode 1 2 significant one recast three year time skip however introduces baby aegon laenor velaryon recast though child version laenor appeared first episode never speaking line season progress even rhaenyra alicent recast grow older
763,first airing episode seems contain editing error king viserys give note sent prince daemon green cloth digitally erased seen character left pinky ring finger whereas rest episode depicts character finger clearly severed middle according hbo plan remedying error near future 1
764,inside episode showrunners condal sapochnik state theme episode childhood end rhaenyra alicent viserys daemon go crucible come side determined next phase life
765,faced new son aegon turning two year old thus survived cradle viserys faced crisis faith whether decision name rhaenyra heir right one end episode determined rhaenyra remain named heir
766,rhaenyra begin episode frustrated replaced heir aegon marriage simply mean get rid moment catharsis wood unleashing pent anger stabbing boar end episode sitting father small council table literally officially heart heart discussion position heir secure though intellectually know must still marry
767,alicent began episode somewhat innocently thinking could still mend friendship rhaenyra particularly concerned political implication giving birth viable male heir end episode come acknowledge father advice matter many lord realm allow male preference inheritance challened allowing rhaenyra inherit throne instead aegon one way another end conflict
768,daemon begin episode exiled prince playing war mercenary stepstones campaign going badly may rely brother support bail climax make daring suicide run crabfeeder force human bait carving path men personally cutting daemon reborn battlefield reforged reputation self confident maverick
769,viewership episode somewhat difficult compare first two episode due labor day holiday united state according deadline overall viewership three day premiere 16 million u across platform would generally put pace first two episode viewership hbo max alone counting hbo cable channel 27 previous episode within first 24 hour premiere 2
770,sub plot episode among entire hunting trip occur fire blood others narrated concisely generally siege bloodstone rhaenyra encounter boar white stag hart loosely based robert baratheon fatal hunting trip see
771,filming location
772,filming location episode included
773,royal hunting camp kingswood fully realized practical set constructed wood surrey england near caesar camp outside aldershot
774,battle scene stepstones filmed hollywell beach cornwall england
775,crownlands
776,entire royal hunt sequence feature episode source book fire blood though book outline full narrative something like could happened george r r martin may pushed publicly complained one scene regretting working game throne robert baratheon royal hunt season 1 limited five men foot walking forest grand royal expedition dozen mounted lord hunting hound described novel
777,white hart white stag widespread symbol real life folklore beginning ancient celtic myth filtering arthurian romance among others hart archaic term stag specific plot point viserys hunting white hart omen see aegon heir happen book using incident happened first song ice fire novel king robert go hunting kingswood mentioned white hart sighted successfully hunting white hart seen great omen westerosi culture robert failed find white hart however tracker found remains devoured wolf robert frustrated another report came large wild boar sighted pursued ended mortally wounding due budget cut almost none appeared game throne tv series boar stag appear episode
778,new prince aegon targaryen strictly speaking addressed second name tantamount saying king already least official heir ruling monarch get assigned number king jaehaerys targaryen older brother named aegon killed maegor civil war thus history remembers aegon uncrowned viserys seems laugh hobert hightower praise aegon conqueror babe second name joke already revealed private otto intends supplant rhaenyra aegon
779,political intrigue episode center around viserys child reached important age roughly time aegon turned two year old mean officially survived infancy important milestone due high rate infant mortality even among nobility aemma even mentioned viserys third son tv series began died cradle beyond wall infant mortality high wildlings custom even name baby turn two year old rhaenyra meanwhile stated 17 year old officially came age marry 16 year old though viserys point pursuing seriously past year gathering lord honor aegon turning two brings issue head
780,book smaller gap rhaenyra aegon 10 year though viserys still think gap big enough married targaryen fashion rhaenyra aged seven year tv show thus rhaenyra coming age loosely coincided aegon second nameday like book due rhaenyra age shift line like
781,book legal age adulthood westeros 16 year old part aging younger cast game throne time implied 18 year old samwell tarly said father threatened kill join night watch grown man set inherit samwell said morning 18th nameday tv show 16th nameday book contrast house dragon present coming age legally occurs 16 book rhaenyra considered old enough marry remark officially princess dragonstone legally happens heir apparent reach age adulthood
782,three year time skip two viserys finger left hand amputated cut pinky finger iron throne first episode six month later second episode become badly infected mellos using maggot therapy hope need amputate work infection spread lost ring finger well expanded book happened much later reign infection stopped amputating two finger
783,viserys usually cover missing finger glove absence visible several private scene wearing camera never specifically point closeup hand effect achieved actor wearing green sleeve finger removed greenscreen effect
784,scene lannister redwyne noblewoman gathered around alicent hightower discussing royal politics book may acknowledging general trend occurring time new political faction began form court lannisters redwynes became prominent ally hightowers
785,noblewoman discussing royal politics alicent hightower ceira lannister lady joselyn redwyne first name known credit character invented tv show may nod olenna tyrell actually born olenna redwyne marrying lord luthor tyrell like olenna sharp tongued woman house redwyne critiquing figure royal court shrewd political insight
786,news johanna swann abduction triarchy straight book went explain triarchy offer ransom famously stingy uncle refused pay sold brothel lys
787,lyonel strong son introduced episode elder son harwin strong called breakbones great strength larys strong cripple known prominent clubfoot book mention larys keen mind rarely talking always paying attention around notice political discussion noblewoman larys deeply invested conversation even though saying anything
788,viserys sarcastically quote child rhaenyra known realm delight indeed nickname child royal court
789,meet small council chamber rhaenyra accuses viserys mean replace alicent hightower son note phrase simply brother book noted rhaenyra always pointedly refers aegon half brother never brother rivalry
790,viserys lament even control daughter rhaenyra lyonel strong commiserates feel bad even king jaehaerys targaryen grandfather immediate predecessor reigned half century peace prosperity driven near madness child particularly daughter jaehaerys briefly seen beginning first episode jaehaerys struggle nine child survived cradle form entire separate prequel era unto fire blood prequel era reign viserys take roughly second quarter entire book
791,viserys mention betrothed aemma arryn 17 year old book indeed married aemma 17 year old 11 year old though marriage consummated another two year overall age gap great six year young marriage may father baelon named royal heir ahead rhaenys year wanted show line secure
792,game master estimated white hart weight upward 35 stone westeros generally us imperial measurement still used united state medieval society based custom abstract principle like metric system two uncommon measurement unit really come narrative league three mile stone real life unit equal 14 pound thus 35 stone hart weighs 490 pound roughly 222 kg
793,house lannister
794,major character jason tyland lannister introduced episode identical twin brother played actor jefferson hall actually appeared previously game throne season 1 ser hugh vale killed gregor clegane joust
795,tyland lannister master ship since corlys velaryon resigned protest viserys rejected marriage pact daughter laena velaryon book corlys resigned post much earlier rhaenys rejected new heir tyland mentioned master ship later viserys reign unknown viserys different master ship earlier reign
796,unlike game throne starks lannisters yet significant position royal affair largely gained position due event robert rebellion happened yet book state noble family closest crown first century targaryen rule velaryons hightowers baratheons mention book lannister serving small council tyland possible first lannister ever hold position royal court
797,lannisters played small role royal affair prior generation much known full family tree connecting time period loren lannister defeated aegon conqueror raised new lord paramount westerlands era faith militant uprising lyman lannister appears narrative extent exact relationship loren unknown lyman died 59 ac lannister character mentioned another forty year said lord tymond lannister appeared great council 101 ac unknown jason tyland meant son perhaps grandson nephew etc episode also introduces ceira lannister character invented tv show apparently mother
798,jason give several detail related casterly rock lannisport
799,say casterly rock three time taller hightower oldtown taller still wall north comparison straight book hightower 800 meter tall wall 700 meter tall hightower still tallest structure westeros casterly rock mountain hall chamber excavated
800,jason mention expensive spear present gift viserys made golden hall one main chamber casterly rock
801,jason offer rhaenyra fine honeyed wine made lannisport fire blood mention lannisport known making spiced honey wine
802,stepstones
803,caraxes reacts pain daemon hit shoulder flaming arrow strongly implied book dragon rider sort unconscious psychic bond quite telepathy word image empathic spiritual bond perhaps even homing instinct
804,daemon hit flaming arrow beginning episode notice sequence end episode time later daemon burn wound right shoulder collarbone george r r martin repeatedly said targaryens fire proof normal circumstance daenerys surviving khal drogo funeral pyre one time magical event due blood sacrifice hatched dragon tv writer later daenerys survive burning khals season 6 drew criticism probably happen like book martin statement contrary multiple example book targaryens burned death
805,corlys daemon quagmire war stepstones reminiscent first dornish war dragon dangerous battlefield castle useful guerrilla warfare using hit run attack dorne resisted targaryen invasion one century episode force simply fled dispersed desert dragon came returned ambush supply line dragon left book specifically describe triarchy force hiding cave bloodstone generally include point dragon take location men needed hold corlys daemon private army small episode corlys say 700 footman 60 knight
806,dozen island stepstones name two provided novel bloodstone largest grey gallows another island south preview chapter sixth novel also mention third island named torturer deep episode introduces new island specified book dwarfstone island velaryon army camp located attack bloodstone
807,episode introduces vaemond velaryon corlys younger brother book vaemond corlys nephew also almost dozen minor velaryons younger branch family tv show condensed vaemond simplified nephew brother
808,difficult see battle shot new heraldry several new house visible including house staunton house bar emmon house sunglass house celtigar
809,daemon beating messenger half death simply delivering news like happened book different context book daemon reaction receiving news brother viserys remarrying alicent hightower barely half year queen aemma died meant relatively soon viserys could produce new male heir pushing daemon even farther back line succession also vale time viserys forced return lawful wife rhea royce episode move incident around daemon give reaction told viserys sent reinforcement bail stalled campaign stepstones daemon came prove without brother help news motivates bold nothing ploy defeat triarchy force reinforcement arrive
810,episode introduces dragon seasmoke ridden laenor velaryon making third appear screen tv series appears roughly body proportion daenerys targaryen later trio dragon showrunners explained developing dragon design show came idea three kind breed dinosaur shaped skull already seen drogon brother also dragon wolf shaped skull caraxes dragon horse shaped skull two extreme syrax seasmoke apparently breed daenerys dragon
811,daemon heroic attack resembles jaime lannister conduct battle whispering wood according novel battle seemed lost attempted cut way northern host slay robb stark single combat halted could reach robb daemon managed reach kill craghas
812,timeline
813,stated dialogue war stepstones began three year ago end previous episode episode center around royal hunt held honor aegon second nameday rhaenyra stated 15 episode 2 stated 17 thus slightly le three year elapsed rhaenyra nameday occurred yet year
814,first episode began ninth year viserys reign queen aemma died childbirth second year reign book change made age younger character rhaenyra change simply use date event occured book
815,dated dialogue half year pass episode 1 2 actor confirmed rhaenyra alicent 14 year old first episode rhaenyra stated 15 second episode within six month turned 15 thus episode 2 would either late 112 ac early 113 ac
816,little le 3 year passed rhaenyra turned 18 yet episode 2 ended late 112 ac would put episode around mid 115 ac episode 2 ended early 113 ac plus 3 year would early 116 minus month full 3 year would bring back around late 115 ac either way appears episode could broadly said take place 115 ac
817,loosely match principle tv series pushed back event 7 year book daemon killed craghas drahar 108 ac
818,book
819,episode adapted chapter heir dragon — question succession fire blood also influenced following chapter game throne
820,chapter 43 eddard xi king hunt white hart
821,chapter 47 eddard xiii bloody encounter boar
822,gallery
823,video
824,image
825,promotional still
826,screenshots
827,reference
828,external link
829,second name wiki ice fire
830,second name hbo
831,second name imdb
832,second name wikipedia light way fifth episode first season house dragon fifth episode series overall premiered september 18 2022 hbo hbo max written charmaine degraté directed clare kilner
833,premise
834,daemon visit wife vale viserys rhaenyra broker agreement velaryons alicent seek truth princess
835,synopsis
836,near runestone
837,prince daemon targaryen confronts estranged wife lady rhea royce hunting alone near family castle runestone rhea mockingly asks daemon come consummate marriage brother finally expelled court disinheriting daemon favor girl rhea asks daemon intends murder niece rhaenyra reclaim former position realize daemon returned vale solely kill since widower would free marry could easily wed niece tradition house targaryen reclaim former status realizing peril rhea try grab bow daemon spook horse throwing saddle rhea badly hurt fall horse collapse top daemon briefly check rhea making leave seemingly content injury kill rhea taunt finish however daemon pick large stone advance kill
838,driftmark
839,king viserys sail driftmark island seat house velaryon propose marriage daughter princess rhaenyra ser laenor velaryon lord corlys velaryon heir accompanied lord lyonel strong recently appointed new hand king replace ser otto hightower king health helped journey becomes seasick way develops light cough land make overland trip high tide lord corlys fabulous new castle built wealth famous voyage located tidal island find welcoming party courtyard laenor sparring companion ser joffrey lonmouth laenor sister laena velaryon come gate politely invite informing corlys tired recent voyage meet lyonel insulted corlys would make king wait like viserys wave aside corlys pride deeply wounded viserys declined marriage pact daughter laena game expected secure allegiance might well get laena least happy see cousin rhaenyra departs breakfast
840,viserys proceeds hall nine main throne room filled fantastical artifact far corner known world corlys brought back sea travel corlys receives viserys clearly enjoying king come request marriage alliance son stop short outright arrogance also compliment lord lyonel recent promotion hand back handed dig rival otto hightower fall grace informs lady rhea royce death corlys wife rhaenys enters hall still riding gear dragon side outwardly polite unspoken truth viserys come beg unite back crown make show false modesty rhaenys genuinely surprised concerned notice cousin lost two finger left hand though insists fine side quickly agree term firstborn child laenor rhaenyra regardless gender inherit iron throne corlys also asks per westerosi tradition child take father surname bemused viserys say allow targaryen dynasty end daughter compromise offer laenor child take surname velaryon laenor grandchild go back using surname targaryen corlys find equitable solution marriage pact finalized viserys cough get worse corlys start show concern viserys say tired leaf
841,later rhaenyra cousin laenor sent courtship walk along nearby beach rhaenyra however aware laenor love people enthusiastic marriage pact friendly conversation proposes mutual arrangement perform duty respective family marry produce heir otherwise continue private romantic relationship
842,back castle corlys express concern rhaenys perhaps little haughty viserys rhaenys say viserys knew full well expect came feel viserys chose humiliate king coming vassal castle beg marriage alliance corlys go ask rhaenyra laenor gone rhaenys say went walk along beach eagerly asks seemed getting along rhaenys say get along well expected corlys insists rhaenyra grown lovely past year laenor soon smitten rhaenys bluntly tell husband know son nature embarrassed corlys wave insisting laenor young grow rhaenys instead worried forced laenor dangerous marriage alliance particularly lord westeros violently oppose rhaenyra ascending iron throne corlys embrace wife say chance set thing right lord realm wronged child rejecting queen great council say made peace long time ago robbed something first place
843,rhaenyra departs laenor sits private among beach dune joffrey lonmouth revealing laenor joffrey actually lover sex relationship joffrey chides laenor still worried meeting rhaenyra went well beyond wildest hope bride laenor fully aware relationship joffrey allow continue even offended intends private lover laenor give light shove tension break soon kiss passionately
844,viserys ship head back across blackwater bay king landing ser criston cole confronts rhaenyra deck tell know love laenor year talked fear trapped loveless arranged marriage instead pleads flee exile beyond westeros married rhaenyra gently insists still duty family realm never leave marry consider problem worked understanding laenor criston however shift tone angrily say want rhaenyra whore came nothing honor kingsguard honor forever sullied broke sacred vow chastity say hope restore least part honor lawfully marrying rhaenyra begin explain impossible criston storm
845,red keep
846,rainy day king landing ser otto hightower prepares ride red keep household guard return oldtown replaced hand king daughter queen alicent hightower emotionally pleads belief rhaenyra claim still virgin dismissal due culmination pushing hard son aegon targaryen named new heir otto gravely chides naivety present cold logic situation viserys health failing whenever eventually dy rhaenyra kill alicent child whether want simply ensure survival alicent therefore two choice either start plotting secure position court rhaenyra fully commit ingratiating stepdaughter hope rhaenyra take throne make merciful enough towards alicent kill half sibling unable express word love want protect otto give alicent desperate final embrace ride castle
847,alicent go castle godswood solitude encounter larys strong crippled soft spoken younger son lord lyonel strong larys remark flower braavos maintained garden removed native climate nonetheless managed thrive clear allusion alicent make back handed inquiry rhaenyra health alicent asks cause concern accidentally reveals night daemon exiled rhaenyra presented medicinal tea brewed grand maester mellos alicent realizes unstated implication rhaenyra must received moon tea abortifacient drug therefore must truly sex daemon
848,criston cole return driftmark alicent summons chamber dismisses servant speak private alicent hesitant carefully chooses word starting say heard rumor rhaenyra longer virgin though specifying sex overcome guilt distraught rhaenyra rejection marriage offer criston confesses rumor true one sex rhaenyra surprise assumed culprit rhaenyra uncle daemon criston say even rhaenyra initiated thing still fault abandoning kingsguard vow criston pleads alicent merciful queen make small request granted quick death execution instead gelding drawn torture right king subject alicent however utterly stunned rhaenyra betrayal realizing used lie exact word swear dead mother memory never sex daemon still virgin detail inaccurate otto fundamentally correct suspect rhaenyra losing virginity jeopardizing upcoming marriage alliance thus rhaenyra indirectly cost alicent father high ranking position court heart hardening alicent surprise criston quietly telling go return duty
849,king viserys arrives back castle journey however collapse soon dismount carriage courtyard rushed private chamber recovers slightly bathtub attended maesters amputating two finger king left hand slowed advance persistent infection several year continued spread along much forearm grand maester mellos insists yet another round leechings new young aide maester orwyle instead suggests new mixture medicine poultice might effective conservative old maester scoff say leechings always improved king condition though elderly mellos struggle stand back hinting time grand maester may coming end much longer leaf orwyle hand lord lyonel new medicine anyway say drinking help king sleep alone viserys lament lyonel think much remembered king great warrior made glorious conquest neither suffer major defeat lyonel say many would consider good legacy pained viserys smile say peaceful uneventful reign stuff epic song retold feast ponders wistfully great crisis occurred younger possible might risen occasion crucible forged different better man rather humour lyonel say many yearn test truth men faced crisis wish come viserys respect honesty help think another life may wonder legacy
850,royal wedding
851,long awaited royal wedding ceremony finally begin first grand feast red keep followed seven day tournament spectacle culminating marriage ceremony velaryons arrive dragon laenor seasmoke mother rhaenys older larger meleys meanwhile corlys full velaryon fleet arrive harbour city bell toll greet festivity
852,feast held throne room envoy major noble house realm announced turn ser harrold westerling enter lord jason lannister lord hobert hightower notable absence otto viserys rhaenyra sit middle high table set front throne base receive group though queen alicent noticeably late yet arrive entire room come halt entrance stunning entourage house velaryon dressed extravagant gold tracery corlys rhaenys laenor ser vaemond take seat one side high table assembled guest surprised however velaryon entourage finish coming door daemon targaryen follows distance behind even though brother viserys exiled second time told never return daemon corlys partner capture stepstones however faction court somewhat welcome tense moment viserys silently welcome brother back seems daemon appearing courtesy niece wedding viserys order another chair brought high table daemon next lyonel strong opposite side velaryons moment daemon passed viserys rise give speech praise house velaryon crown faithful powerful ally marriage unite family one
853,queen alicent enters main door intentionally interrupting king middle speech alicent dressed green dress larys note brother ser harwin strong house hightower call bannermen assemble war watch fire hightower set burn green color effect green hightowers war color alicent silently make way feast hall save daemon rise presence reach high table give viserys curt peck cheek alicent coldly congratulates rhaenyra referring stepdaughter fixed sharp glare dramatic entrance make clear rhaenyra know lied friendship viserys return speech concluding hope velaryons followed targaryens since age dragon valyria new union usher second age dragon westeros
